rank,source,target,similarity,distance
339,8JHL_A_sample_1,8T73_A_native,0.4256141870147718,0.5743858129852282
340,8BLR_A_sample_1,4LPK_B_native,0.4250795868754262,0.5749204131245738
341,7VVB_A_sample_2,4LPK_B_native,0.4249883213870808,0.5750116786129191
342,7VVB_A_native,8BLR_A_sample_1,0.4249294643801064,0.5750705356198935
343,8T74_A_sample_1,8JGD_A_native,0.42456840224653924,0.5754315977534608
344,7VVB_A_native,8JGD_A_sample_2,0.42443558217799027,0.5755644178220097
345,8JHL_A_native,8CPR_A_sample_2,0.42438292764904406,0.5756170723509559
346,8JGD_A_native,8CPR_A_sample_1,0.4235623145712361,0.5764376854287638
347,8T71_A_native,8T75_A_sample_2,0.4227755110789394,0.5772244889210606
348,8T71_A_native,8CPR_A_sample_1,0.42269571191767247,0.5773042880823276
349,8T74_A_sample_1,8T73_A_native,0.4221800649956594,0.5778199350043406
350,8JGD_A_native,8CPR_A_sample_2,0.42131977400410925,0.5786802259958908
351,8T71_A_native,8T71_A_sample_1,0.4211330545273146,0.5788669454726854
352,8T74_A_native,8CPR_A_sample_2,0.41967278279439957,0.5803272172056004
353,8T75_A_native,8CPR_A_sample_2,0.41967278279439957,0.5803272172056004
354,7VVB_A_sample_1,8CPR_A_sample_1,0.41883915654922926,0.5811608434507707
355,8T74_A_sample_2,8JHL_A_native,0.41881633190461176,0.5811836680953882
356,7VVB_A_sample_2,8CPR_A_sample_1,0.41864873805341335,0.5813512619465866
357,8T73_A_native,8JGD_A_sample_1,0.4183300132670378,0.5816699867329622
358,8T73_A_native,8CPR_A_sample_1,0.4182588349750393,0.5817411650249606
359,8T71_A_native,8CPR_A_sample_2,0.41813634204781286,0.5818636579521872
360,7VVB_A_sample_2,8T73_A_native,0.4179929963381988,0.5820070036618012
361,8CPR_A_sample_2,4LPK_B_native,0.4176759647348229,0.5823240352651771
362,7VVB_A_native,8CPR_A_sample_1,0.41747049019126087,0.5825295098087391
363,8T75_A_sample_2,8JHL_A_native,0.41680435107768704,0.5831956489223129
364,8T74_A_native,8JGD_A_sample_1,0.41675838846943847,0.5832416115305615
365,8T75_A_native,8JGD_A_sample_1,0.41675838846943847,0.5832416115305615
366,8T71_A_native,8T74_A_sample_2,0.4166691534260938,0.5833308465739062
367,8T75_A_sample_1,4LPK_B_native,0.4165920406757868,0.5834079593242132
368,8CPR_A_sample_1,4LPK_B_native,0.41643840360057427,0.5835615963994257
369,7VVB_A_native,8CPR_A_sample_2,0.4163621079721707,0.5836378920278293
370,8T73_A_native,8CPR_A_sample_2,0.41598642775853895,0.584013572241461
371,8T74_A_sample_2,8JGD_A_native,0.41578059526343863,0.5842194047365614
372,8T75_A_sample_2,4LPK_B_native,0.4153606101347331,0.5846393898652669
373,8T75_A_sample_2,8JGD_A_native,0.41492613880521517,0.5850738611947848
374,7VVB_A_native,8JHL_A_sample_1,0.4148473565965937,0.5851526434034062
375,7VVB_A_native,8T75_A_sample_1,0.4146942126545359,0.5853057873454641
376,8T71_A_sample_1,8JHL_A_native,0.41465262527275837,0.5853473747272416
377,8T71_A_sample_1,8JGD_A_native,0.4139403671598449,0.586059632840155
378,7VVB_A_sample_2,8JHL_A_native,0.41293780741782643,0.5870621925821735
379,7VVB_A_native,8T74_A_sample_1,0.4125930741823859,0.5874069258176141
380,8T75_A_sample_2,8T73_A_native,0.4125134983872904,0.5874865016127095
381,8T74_A_sample_2,8T73_A_native,0.41222295785526025,0.5877770421447397
382,7VVB_A_sample_2,8T71_A_native,0.41198456503735337,0.5880154349626466
383,8T71_A_sample_1,8T74_A_native,0.4117423848839443,0.5882576151160557
384,8T71_A_sample_1,8T75_A_native,0.4117423848839443,0.5882576151160557
385,7VVB_A_sample_2,8T74_A_native,0.4111744193823835,0.5888255806176165
386,7VVB_A_sample_2,8T75_A_native,0.4111744193823835,0.5888255806176165
387,7VVB_A_sample_2,8JGD_A_native,0.41106070878150386,0.5889392912184961
388,8T71_A_sample_1,4LPK_B_native,0.4097510563884919,0.5902489436115081
389,7VVB_A_sample_2,8CPR_A_sample_2,0.4091721988385829,0.5908278011614171
390,7VVB_A_sample_2,8T71_A_sample_2,0.40877494571614287,0.5912250542838571
391,7VVB_A_native,8JGD_A_sample_1,0.40872782390497997,0.59127217609502
392,8T71_A_sample_1,8T73_A_native,0.40809357638176164,0.5919064236182383
393,8T75_A_sample_1,8BLR_A_native,0.40753438005458575,0.5924656199454142
394,8T75_A_sample_1,8CPR_A_native,0.40753438005458575,0.5924656199454142
395,8JHL_A_sample_1,8BLR_A_native,0.40708916961709113,0.5929108303829089
396,8JHL_A_sample_1,8CPR_A_native,0.40708916961709113,0.5929108303829089
397,8T74_A_sample_2,4LPK_B_native,0.403389240779758,0.596610759220242
398,8JGD_A_sample_1,8BLR_A_native,0.4033293751333834,0.5966706248666166
399,8JGD_A_sample_1,8CPR_A_native,0.4033293751333834,0.5966706248666166
400,8T74_A_sample_1,8BLR_A_native,0.40191774042843204,0.598082259571568
401,8T74_A_sample_1,8CPR_A_native,0.40191774042843204,0.598082259571568
402,7VVB_A_native,8T74_A_sample_2,0.40035644842466306,0.5996435515753369
403,8T71_A_native,8T71_A_sample_2,0.40029569325532616,0.5997043067446739
404,7VVB_A_sample_2,8BLR_A_native,0.3994635799844943,0.6005364200155057
405,7VVB_A_sample_2,8CPR_A_native,0.3994635799844943,0.6005364200155057
406,7VVB_A_native,8T75_A_sample_2,0.39943268988864394,0.600567310111356
407,7VVB_A_sample_1,8CPR_A_sample_2,0.39869344386577404,0.6013065561342259
408,7VVB_A_native,8T71_A_sample_1,0.3951332560834299,0.60486674391657
409,8T74_A_sample_2,8BLR_A_native,0.3932631365389201,0.6067368634610799
410,8T74_A_sample_2,8CPR_A_native,0.3932631365389201,0.6067368634610799
411,7VVB_A_sample_2,8BLR_A_sample_2,0.39304275742819245,0.6069572425718075
412,8T75_A_sample_2,8BLR_A_native,0.39231835384062275,0.6076816461593773
413,8T75_A_sample_2,8CPR_A_native,0.39231835384062275,0.6076816461593773
414,8T71_A_sample_1,8BLR_A_native,0.39155640201801445,0.6084435979819856
415,8T71_A_sample_1,8CPR_A_native,0.39155640201801445,0.6084435979819856
416,8T71_A_sample_2,8JHL_A_native,0.3913110807041009,0.6086889192958991
417,8T71_A_sample_2,8T74_A_native,0.39077250839883526,0.6092274916011647
418,8T71_A_sample_2,8T75_A_native,0.39077250839883526,0.6092274916011647
419,8JHL_A_native,8BLR_A_sample_2,0.3904738387375977,0.6095261612624023
420,8T71_A_sample_2,8T73_A_native,0.3892988071073984,0.6107011928926016
421,8JGD_A_native,8BLR_A_sample_2,0.38862546015894645,0.6113745398410535
422,8T71_A_sample_2,8JGD_A_native,0.38831714026232933,0.6116828597376707
423,8BLR_A_native,8BLR_A_sample_2,0.3880502105628071,0.6119497894371929
424,8BLR_A_sample_2,8CPR_A_native,0.3880502105628071,0.6119497894371929
425,8T71_A_sample_2,4LPK_B_native,0.3861987547652975,0.6138012452347025
426,8T74_A_native,8BLR_A_sample_2,0.3858289547048534,0.6141710452951465
427,8T75_A_native,8BLR_A_sample_2,0.3858289547048534,0.6141710452951465
428,7VVB_A_native,8T71_A_sample_2,0.3785173293377325,0.6214826706622675
429,7VVB_A_sample_1,8BLR_A_sample_2,0.3765207251944474,0.6234792748055527
430,8T71_A_native,8BLR_A_sample_2,0.3761488371089325,0.6238511628910675
431,8T73_A_native,8BLR_A_sample_2,0.37363758779048356,0.6263624122095164
432,8BLR_A_sample_2,4LPK_B_native,0.3727807246088339,0.6272192753911661
433,8T71_A_sample_2,8BLR_A_native,0.3714468207580671,0.6285531792419329
434,8T71_A_sample_2,8CPR_A_native,0.3714468207580671,0.6285531792419329
435,7VVB_A_native,8BLR_A_sample_2,0.3620585788944556,0.6379414211055444
